"username","bidPrice","time","auctionId"
"fenedi9796@gyxmz.com",1000,"2024-11-20T08:18:27.554Z","22494"
"toan@chapsmail.com",1000,"2024-11-20T08:18:27.564Z","22494"
"fenedi9796@gyxmz.com",500013,"2024-11-20T08:18:28.554Z","22494"
"toan@chapsmail.com",132842,"2024-11-20T08:18:28.561Z","22494"
"fenedi9796@gyxmz.com",845391,"2024-11-20T08:18:29.574Z","22494"
"toan@chapsmail.com",700464,"2024-11-20T08:18:29.656Z","22494"
"fenedi9796@gyxmz.com",665817,"2024-11-20T08:18:29.858Z","22494"
"fenedi9796@gyxmz.com",57246,"2024-11-20T08:18:30.660Z","22494"
"toan@chapsmail.com",485468,"2024-11-20T08:18:30.663Z","22494"
"fenedi9796@gyxmz.com",692829,"2024-11-20T08:18:31.038Z","22494"
"toannguyenminh.dev@gmail.com",1000,"2024-11-20T08:18:31.060Z","22494"
"bachxtnd2000@gmail.com",1000,"2024-11-20T08:18:31.065Z","22494"
"fenedi9796@gyxmz.com",504919,"2024-11-20T08:18:31.690Z","22494"
"toan@chapsmail.com",945652,"2024-11-20T08:18:31.691Z","22494"
"fenedi9796@gyxmz.com",154430,"2024-11-20T08:18:32.038Z","22494"
"toannguyenminh.dev@gmail.com",349116,"2024-11-20T08:18:32.052Z","22494"
"bachxtnd2000@gmail.com",671329,"2024-11-20T08:18:32.062Z","22494"
"fenedi9796@gyxmz.com",617634,"2024-11-20T08:18:32.710Z","22494"
"toan@chapsmail.com",996266,"2024-11-20T08:18:32.714Z","22494"
"fenedi9796@gyxmz.com",404242,"2024-11-20T08:18:33.341Z","22494"
"toannguyenminh.dev@gmail.com",56908,"2024-11-20T08:18:33.344Z","22494"
"bachxtnd2000@gmail.com",897176,"2024-11-20T08:18:33.346Z","22494"
"fenedi9796@gyxmz.com",609764,"2024-11-20T08:18:33.705Z","22494"
"toan@chapsmail.com",378152,"2024-11-20T08:18:34.105Z","22494"
"fenedi9796@gyxmz.com",522587,"2024-11-20T08:18:34.374Z","22494"
"toannguyenminh.dev@gmail.com",538959,"2024-11-20T08:18:34.381Z","22494"
"bachxtnd2000@gmail.com",19758,"2024-11-20T08:18:34.383Z","22494"
"fenedi9796@gyxmz.com",581300,"2024-11-20T08:18:34.386Z","22494"
"fenedi9796@gyxmz.com",31950,"2024-11-20T08:18:34.922Z","22494"
"toan@chapsmail.com",818747,"2024-11-20T08:18:35.175Z","22494"
"toan@chapsmail.com",343882,"2024-11-20T08:18:35.280Z","22494"
"fenedi9796@gyxmz.com",542492,"2024-11-20T08:18:35.374Z","22494"
"toannguyenminh.dev@gmail.com",73763,"2024-11-20T08:18:35.387Z","22494"
"bachxtnd2000@gmail.com",480334,"2024-11-20T08:18:35.388Z","22494"
"fenedi9796@gyxmz.com",709921,"2024-11-20T08:18:35.389Z","22494"
"fenedi9796@gyxmz.com",786438,"2024-11-20T08:18:35.922Z","22494"
"toan@chapsmail.com",4746,"2024-11-20T08:18:36.175Z","22494"
"toannguyenminh.dev@gmail.com",351265,"2024-11-20T08:18:36.199Z","22494"
"toan@chapsmail.com",905133,"2024-11-20T08:18:36.297Z","22494"
"fenedi9796@gyxmz.com",814126,"2024-11-20T08:18:36.303Z","22494"
"toannguyenminh.dev@gmail.com",448882,"2024-11-20T08:18:36.305Z","22494"
"fenedi9796@gyxmz.com",990153,"2024-11-20T08:18:36.413Z","22494"
"toannguyenminh.dev@gmail.com",729691,"2024-11-20T08:18:36.414Z","22494"
"bachxtnd2000@gmail.com",771083,"2024-11-20T08:18:36.416Z","22494"
"fenedi9796@gyxmz.com",716087,"2024-11-20T08:18:36.426Z","22494"
"bachxtnd2000@gmail.com",201800,"2024-11-20T08:18:36.777Z","22494"
"fenedi9796@gyxmz.com",513818,"2024-11-20T08:18:37.000Z","22494"
"toan@chapsmail.com",851002,"2024-11-20T08:18:37.189Z","22494"
"toannguyenminh.dev@gmail.com",790919,"2024-11-20T08:18:37.200Z","22494"
"toan@chapsmail.com",166199,"2024-11-20T08:18:37.296Z","22494"
"fenedi9796@gyxmz.com",371362,"2024-11-20T08:18:37.302Z","22494"
"toannguyenminh.dev@gmail.com",269834,"2024-11-20T08:18:37.305Z","22494"
"fenedi9796@gyxmz.com",808277,"2024-11-20T08:18:37.415Z","22494"
"toannguyenminh.dev@gmail.com",197478,"2024-11-20T08:18:37.416Z","22494"
"bachxtnd2000@gmail.com",61825,"2024-11-20T08:18:37.424Z","22494"
"fenedi9796@gyxmz.com",715428,"2024-11-20T08:18:37.428Z","22494"
"bachxtnd2000@gmail.com",299897,"2024-11-20T08:18:37.947Z","22494"
"toannguyenminh.dev@gmail.com",877837,"2024-11-20T08:18:37.949Z","22494"
"fenedi9796@gyxmz.com",808148,"2024-11-20T08:18:38.001Z","22494"
"toannguyen100998@gmail.com",1000,"2024-11-20T08:18:38.122Z","22494"
"toan@chapsmail.com",847138,"2024-11-20T08:18:38.189Z","22494"
"toannguyenminh.dev@gmail.com",700864,"2024-11-20T08:18:38.199Z","22494"
"toan@chapsmail.com",521996,"2024-11-20T08:18:38.617Z","22494"
"fenedi9796@gyxmz.com",883066,"2024-11-20T08:18:38.632Z","22494"
"toannguyenminh.dev@gmail.com",698233,"2024-11-20T08:18:38.656Z","22494"
"toannguyenminh.dev@gmail.com",903391,"2024-11-20T08:18:38.669Z","22494"
